Unnamed: 0,MathScore,ReadingScore,WritingScore
522,56,80,77
523,18,44,37
524,62,64,75
525,63,57,58
526,57,83,76
527,65,76,76
528,67,60,56
529,24,53,45
530,81,73,69
531,70,77,71
532,71,77,79
533,54,56,48
534,58,67,64
535,82,76,79
536,29,39,42
537,74,85,89
538,57,77,67
539,59,58,53
540,55,48,46
541,70,66,60
542,61,59,57
543,63,77,78
544,54,69,64
545,58,62,57
546,70,85,80
547,52,74,66
548,79,82,84
549,77,82,75
550,99,98,96
551,74,90,91
552,76,98,97
553,61,64,69
554,75,67,66
555,47,60,55
556,26,49,42
557,72,70,68
558,58,56,56
559,84,82,71
560,82,93,93
561,83,96,91
562,48,64,53
563,49,45,38
564,61,53,49
565,79,80,85
566,69,66,71
567,80,72,76
568,48,65,69
569,87,81,73
570,59,63,60
571,63,66,65
572,47,59,53
573,74,69,78
574,99,99,98
575,75,85,80
576,82,69,75
577,60,53,49
578,56,61,62
579,74,91,95
580,77,69,72
581,49,46,41
582,59,67,62
583,65,79,71
584,75,73,79
585,58,59,58
586,64,62,64
587,61,62,61
588,53,68,67
589,52,64,53
590,51,73,74
591,47,63,61
592,41,44,42
593,64,70,70
594,81,92,96
595,49,53,53
596,100,100,95
597,59,77,81
598,75,79,71
599,91,89,83
600,84,65,70
601,70,58,57
602,73,67,57
603,50,52,53
604,65,70,66
605,75,71,66
606,81,87,88
607,64,62,55
608,62,59,55
609,39,37,42
610,91,96,92
611,50,51,46
612,98,100,100
613,55,67,59
614,40,46,49
615,68,69,67
616,58,62,67
617,83,93,98
618,73,79,81
619,90,94,99
620,91,78,75
621,76,89,92
622,100,100,97
623,71,81,75
624,58,81,82
625,62,67,60
626,51,47,46
627,59,50,57
628,65,68,66
629,41,65,60
630,83,92,87
631,64,86,87
632,65,57,58
633,55,45,43
634,72,91,87
635,65,75,81
636,89,92,88
637,97,81,80
638,53,77,73
639,57,64,63
641,60,68,73
642,96,88,84
643,54,70,71
644,62,67,69
645,67,73,74
646,42,50,55
647,75,65,68
648,74,64,62
649,68,71,72
650,55,73,76
651,41,46,39
652,85,83,83
653,72,58,67
654,62,58,54
655,45,54,48
656,78,71,69
657,87,84,83
658,60,72,67
659,70,64,65
660,70,60,59
661,98,86,78
662,65,64,65
663,92,94,94
664,49,59,53
665,78,65,66
666,30,35,34
667,72,75,76
668,58,68,63
669,57,58,60
670,94,100,100
671,73,83,87
672,65,70,64
673,65,53,53
674,66,62,56
675,65,75,78
676,91,86,96
677,77,75,80
678,42,63,56
679,58,61,62
680,52,70,68
681,85,78,80
682,73,69,63
683,61,65,67
684,59,45,53
685,92,93,95
686,75,75,71
687,93,75,77
688,68,80,84
689,57,52,56
690,59,60,55
691,65,75,78
692,77,63,61
693,81,79,74
694,51,54,52
695,69,84,79
696,57,57,52
698,54,48,43
699,48,52,54
700,69,76,73
701,77,66,68
702,70,78,81
703,66,68,70
704,84,71,77
705,80,87,70
706,59,69,70
707,42,54,54
708,68,75,66
709,62,56,56
710,85,80,83
711,70,78,80
712,69,65,60
713,77,93,87
714,61,63,60
715,73,78,74
716,68,63,65
717,91,83,79
718,74,76,82
719,63,61,58
720,72,79,81
721,53,49,47
722,66,63,64
723,38,50,48
724,52,70,76
725,75,75,77
726,54,58,54
727,97,84,92
728,71,76,79
729,63,59,59
730,68,76,82
731,55,60,54
732,70,54,57
733,68,62,63
734,86,80,76
735,58,61,59
736,59,66,57
737,89,77,80
738,94,94,98
739,81,67,70
741,47,62,57
742,71,80,82
743,82,86,95
744,58,70,69
745,61,64,67
746,63,57,61
747,30,44,45
748,71,92,91
749,55,61,51
750,64,74,75
751,78,80,90
752,84,92,90
753,58,62,63
754,91,100,96
755,64,72,70
756,50,48,43
757,50,38,42
758,83,85,89
759,87,79,81
761,60,61,69
762,47,65,60
763,59,64,61
764,73,69,61
765,31,42,44
766,80,81,79
767,74,81,82
768,57,77,84
769,98,91,92
770,52,49,46
771,62,46,49
772,66,74,82
773,73,68,67
774,57,69,76
775,76,92,95
776,59,49,50
777,67,74,75
778,57,62,57
779,41,38,37
780,85,79,72
781,87,93,91
782,60,70,68
783,54,55,58
784,83,82,87
785,74,77,77
786,68,60,62
787,68,89,88
788,51,61,56
789,66,68,62
790,68,81,77
791,67,71,74
792,63,73,74
793,60,75,74
794,63,60,62
795,63,68,63
796,89,87,85
797,72,75,80
798,66,52,55
799,92,77,78
800,69,67,67
801,69,63,65
802,84,77,79
803,62,52,48
804,69,66,64
805,64,53,58
806,68,61,60
807,86,96,94
808,65,68,60
809,87,84,84
810,83,81,72
811,76,76,68
812,74,83,80
813,50,53,57
814,99,86,84
815,53,65,58
816,82,73,78
817,74,74,75
818,49,52,50
819,84,88,91
820,66,63,61
821,78,73,75
822,64,71,77
823,65,58,66
824,45,63,68
825,64,65,68
826,49,60,57
827,46,65,67
828,85,86,83
829,75,88,84
830,60,58,56
831,42,64,65
832,49,62,62
833,50,54,54
834,45,54,55
835,61,68,71
836,83,80,83
837,67,86,88
838,68,90,89
839,45,59,55
840,39,39,40
841,73,68,63
842,80,79,84
843,73,60,61
844,60,66,66
845,65,81,73
846,87,82,86
847,59,75,74
848,64,69,72
849,45,50,52
850,52,60,51
851,62,78,80
852,40,56,63
853,64,78,72
854,64,69,66
855,60,75,73
856,67,79,80
857,66,74,69
859,67,65,65
860,72,63,63
861,86,83,78
862,67,62,60
863,71,81,77
864,65,61,60
865,30,53,51
866,66,72,78
867,67,78,79
868,70,62,64
869,58,60,61
870,58,61,67
871,81,81,82
872,60,66,60
873,87,72,72
874,83,72,70
875,30,46,41
876,57,41,41
877,76,75,67
878,80,86,90
879,80,77,73
880,54,43,44
881,34,36,39
882,61,74,74
883,72,68,65
884,68,58,62
885,52,62,63
886,94,90,87
887,58,66,79
888,48,51,56
889,85,62,65
890,75,88,87
891,84,82,80
892,89,93,93
893,84,89,93
894,82,78,78
895,41,53,47
896,78,97,96
897,68,66,60
898,53,60,70
899,68,73,67
900,80,79,73
901,61,58,51
902,68,69,69
903,52,55,53
904,83,83,80
905,70,68,64
906,48,54,51
907,74,60,54
908,100,86,95
909,38,32,33
910,66,67,80
911,89,79,78
912,52,60,54
913,63,65,59
914,41,66,64
915,48,57,52
916,67,69,76
917,63,69,63
918,60,60,65
919,77,77,80
920,66,71,70
921,58,47,49
922,60,67,75
923,76,72,81
924,65,51,54
925,81,82,81
926,73,80,82
927,71,74,65
928,82,65,74
929,73,62,67
930,55,69,68
931,72,81,70
932,69,60,63
933,37,32,26
934,54,55,55
935,69,74,74
936,67,76,78
937,65,72,71
938,100,87,93
939,64,56,52
940,90,78,78
941,70,79,82
942,76,62,65
943,75,68,74
944,74,80,81
945,50,63,66
946,71,76,67
947,62,57,58
948,91,97,91
949,60,55,42
950,75,89,89
951,46,38,38
952,55,48,48
953,54,59,49
954,37,49,38
955,69,87,85
956,60,73,69
957,38,58,48
958,68,80,76
959,56,48,51
960,77,93,85
961,62,67,67
962,83,87,90
963,82,75,77
964,74,74,75
965,79,78,73
966,57,69,62
967,100,95,92
968,84,82,87
969,50,64,62
970,62,64,64
971,67,75,67
972,62,69,72
973,46,52,58
974,44,64,67
976,73,80,78
977,36,51,47
978,49,52,49
979,51,67,60
980,46,37,44
981,83,83,78
982,86,92,93
983,79,88,85
984,64,70,78
985,92,75,78
986,86,72,73
987,58,66,60
988,58,58,62
989,74,75,71
990,75,69,69
991,80,87,89
992,61,52,50
993,40,51,58
994,69,56,53
995,73,74,84
996,75,73,77
997,74,92,87
998,52,73,64
999,55,65,60
0,58,67,64
1,73,72,81
2,55,57,53
3,96,91,93
4,58,60,55
5,47,37,35
6,52,73,63
7,50,60,64
8,75,75,75
9,48,45,48
10,61,61,61
11,58,57,62
12,55,41,40
13,58,68,62
14,69,70,70
15,52,65,64
16,79,86,94
17,67,81,81
18,58,66,63
19,65,76,80
20,82,86,81
21,64,73,77
22,63,87,82
23,67,62,66
24,60,65,63
25,56,67,68
26,61,69,62
28,89,87,85
29,47,57,52
30,68,68,70
31,46,61,49
32,73,66,66
33,72,77,86
34,77,82,83
35,96,93,89
36,46,48,43
37,85,94,93
38,76,71,66
39,70,66,65
40,79,81,80
41,69,65,71
42,55,55,53
43,66,75,70
44,48,46,40
45,65,73,78
46,81,84,86
47,67,67,66
48,61,62,65
49,61,66,63
50,59,47,51
51,85,68,72
52,85,68,61
53,87,87,82
54,68,69,68
55,77,82,78
56,58,75,71
57,62,47,43
58,57,61,57
59,58,70,69
60,85,84,86
61,40,44,40
62,45,60,53
63,79,93,92
64,60,54,51
65,61,59,52
66,85,74,65
67,62,66,57
68,52,72,68
69,64,68,61
70,61,59,55
71,75,67,68
72,81,74,62
73,65,74,67
74,63,56,55
75,70,83,77
76,74,82,76
77,79,90,91
78,96,96,96
79,56,75,73
80,93,90,90
81,52,56,57
82,68,92,89
83,51,51,46
84,64,55,53
85,61,62,54
86,43,54,59
87,82,75,74
88,80,85,80
89,29,49,50
90,71,75,70
91,79,82,79
92,62,65,70
93,79,80,84
94,49,54,40
95,75,76,68
96,58,54,47
97,37,41,36
98,66,81,83
99,80,85,91
100,42,54,52
101,52,60,53
102,74,78,83
103,60,59,60
104,30,44,41
105,56,66,62
106,62,75,66
107,63,55,53
108,55,68,68
109,58,65,64
110,73,68,70
111,60,76,77
112,50,59,48
113,69,74,71
114,46,54,53
115,59,67,61
116,60,60,55
117,50,53,49
118,89,97,93
119,41,47,51
120,63,67,65
121,45,55,46
122,44,68,64
123,65,56,57
124,78,69,73
125,43,55,51
126,69,94,92
127,81,78,74
128,50,48,45
129,41,57,51
130,74,82,85
131,79,72,70
133,66,74,74
134,81,80,77
135,60,67,63
136,59,47,54
137,44,52,58
138,75,73,70
139,70,77,71
140,53,65,62
141,83,71,71
142,87,69,74
143,49,60,63
144,83,94,100
145,76,65,65
146,69,60,66
147,60,42,45
148,86,95,91
149,58,72,65
150,69,76,80
151,79,73,64
152,74,76,71
153,93,77,81
154,77,74,74
155,62,60,56
156,70,76,78
157,62,73,66
158,79,78,74
159,76,84,86
160,52,61,62
161,57,53,54
162,74,57,63
163,80,73,70
164,60,78,80
165,47,57,60
166,57,67,66
167,34,48,52
168,72,61,64
169,85,83,83
170,76,78,78
171,68,73,69
172,73,81,79
173,61,54,52
174,70,76,65
175,68,69,65
176,52,68,66
177,62,74,70
178,51,75,74
179,61,57,61
180,44,66,63
181,46,66,60
182,70,61,57
183,56,63,65
184,63,57,54
185,72,72,74
186,75,71,78
187,100,100,98
188,67,67,70
189,94,100,100
190,65,78,78
191,80,90,86
192,95,93,89
193,59,65,65
194,88,100,100
195,68,86,81
196,77,83,92
197,69,68,56
198,61,78,83
199,32,49,43
200,58,68,67
201,91,100,100
202,80,84,80
203,62,55,57
204,64,74,72
205,58,59,63
206,97,100,100
207,78,81,78
208,48,52,51
209,58,56,61
210,57,56,57
211,64,63,63
212,50,47,43
213,40,48,47
214,53,61,60
215,69,76,76
216,87,77,70
217,46,56,51
218,85,84,92
219,74,90,87
220,62,73,76
221,63,68,68
222,66,79,73
223,74,63,61
225,46,61,57
226,73,83,75
227,65,79,74
228,72,74,60
229,72,79,70
230,67,65,63
231,60,48,54
232,77,81,79
233,98,92,89
234,64,72,77
235,53,39,42
236,63,85,85
237,93,85,87
238,67,48,45
239,61,54,52
240,97,100,100
241,77,70,71
242,62,73,70
243,59,67,68
244,64,56,50
245,48,56,58
246,88,72,73
247,55,62,64
248,61,63,64
249,79,84,85
250,83,71,71
251,54,66,67
252,78,86,79
253,83,88,97
254,66,69,76
255,65,58,57
256,76,65,67
257,58,56,57
258,55,58,59
259,64,60,58
260,58,50,43
261,66,71,68
262,74,90,87
263,82,94,95
264,67,56,57
265,70,74,68
266,41,57,59
267,44,59,53
268,67,66,63
269,69,90,90
270,51,62,62
271,66,74,69
272,74,77,77
273,57,52,46
274,91,100,100
275,67,82,77
276,73,66,68
277,75,66,69
278,74,75,73
279,47,48,50
280,67,70,71
281,52,56,57
282,81,93,94
283,82,74,80
284,44,50,54
285,62,77,70
286,35,36,28
287,86,90,91
288,57,54,51
289,75,77,71
290,57,61,65
291,38,40,42
292,73,73,75
293,48,53,57
294,72,76,73
295,57,62,68
296,81,72,64
297,80,78,76
298,68,67,70
299,84,72,74
300,71,64,67
301,67,75,66
302,65,65,67
303,66,62,61
304,68,85,89
305,63,78,72
306,62,84,87
307,56,51,42
308,63,69,68
309,78,72,82
310,50,45,44
311,75,91,86
312,49,46,51
313,82,90,85
314,81,93,86
315,69,64,64
316,95,92,85
317,81,58,61
318,57,69,68
319,48,66,60
320,74,71,71
321,59,56,44
322,81,81,79
323,71,82,85
324,78,100,100
325,67,75,72
326,75,76,77
327,86,95,100
328,77,81,83
329,64,81,80
330,72,74,84
331,71,71,69
332,34,24,28
334,55,44,47
335,60,57,56
336,69,56,51
337,83,82,70
338,51,65,58
339,50,56,53
340,70,78,81
341,76,94,94
342,89,86,93
343,48,54,61
344,69,56,57
345,64,74,74
346,60,64,65
347,83,80,78
348,71,64,67
349,55,55,59
350,55,64,59
351,63,79,78
352,66,62,57
353,68,79,82
354,46,53,48
355,70,68,60
356,82,78,74
357,90,79,80
358,90,100,100
359,77,85,82
360,71,85,80
361,58,49,53
362,61,69,62
363,68,73,63
364,34,48,44
365,62,69,64
366,83,74,71
367,68,89,93
368,64,65,63
369,88,82,83
370,55,48,46
371,59,57,55
372,76,75,75
373,76,80,75
374,73,65,60
375,40,60,52
376,52,61,59
377,83,72,64
378,53,70,64
379,39,49,48
380,60,72,77
381,76,91,91
382,60,54,58
383,73,94,92
384,89,81,77
385,87,88,81
386,60,74,73
387,42,39,38
388,86,80,81
389,75,64,64
390,70,59,60
391,46,41,39
392,58,55,56
393,64,54,50
394,58,86,83
395,69,61,51
396,60,80,78
398,38,44,49
399,58,65,69
400,52,55,55
401,73,87,89
402,76,96,92
403,52,42,40
404,70,87,81
405,81,84,92
406,71,89,90
407,47,71,69
408,95,92,89
409,72,77,74
410,85,70,73
411,58,71,67
412,66,60,59
413,41,50,51
414,39,31,28
415,79,90,82
416,65,71,69
417,49,56,59
418,53,47,52
419,71,70,69
420,85,97,94
421,56,57,55
422,51,56,54
423,82,86,89
424,58,63,60
425,77,75,70
426,82,85,77
427,73,70,60
428,86,100,100
429,89,86,77
430,82,79,88
431,53,66,64
432,32,43,41
433,64,72,78
434,63,71,72
435,74,68,64
436,76,65,71
437,55,61,61
438,63,61,62
439,72,63,57
440,68,72,70
441,59,45,52
442,56,52,47
443,71,72,69
444,70,63,63
445,48,65,56
446,68,64,66
447,72,70,75
448,32,43,40
449,33,42,34
450,43,59,56
451,51,57,57
452,77,94,87
453,49,69,68
454,77,85,85
455,93,85,81
456,77,94,90
457,91,76,75
458,81,86,85
459,61,82,72
460,72,73,75
461,79,89,90
462,68,73,83
463,47,50,44
464,68,58,67
465,73,81,80
466,32,46,46
467,86,80,78
468,51,60,52
469,73,79,78
470,39,52,57
471,91,97,98
472,69,67,77
473,51,75,68
474,57,73,75
475,60,82,77
476,73,60,65
477,49,54,56
478,84,100,99
479,62,71,66
480,45,54,48
481,55,65,60
482,47,52,46
483,49,55,62
484,62,72,72
485,78,81,79
486,65,84,70
487,47,59,57
488,91,82,85
489,58,62,72
490,83,86,80
491,66,66,57
492,60,74,71
493,58,67,68
494,41,50,55
495,90,88,86
496,70,69,63
497,49,51,47
498,90,81,77
499,71,66,67
500,70,64,62
501,84,86,88
502,49,55,54
503,61,61,49
504,81,85,85
505,28,17,17
506,83,90,86
507,58,57,53
508,54,66,59
509,42,44,35
510,87,83,83
511,69,72,62
512,71,83,84
513,62,79,76
514,64,55,54
515,97,96,100
516,93,86,77
517,77,81,81
518,78,70,72
519,89,78,77
520,54,51,51
521,62,79,78
522,56,43,40
523,77,69,74
524,77,83,90
525,79,79,76
526,62,74,79
527,68,71,80
528,93,100,99
529,46,48,48
530,71,69,62
532,58,55,58
533,81,84,78
534,57,53,54
535,88,80,78
536,85,77,76
537,71,72,67
538,57,57,53
539,83,82,80
540,57,68,64
541,75,72,71
542,80,85,84
543,63,62,61
544,44,57,54
545,96,76,78
546,75,71,81
547,70,83,86
548,61,69,69
549,55,48,53
550,78,92,100
551,62,71,71
552,79,75,74
553,68,86,83
554,66,75,75
555,54,56,57
556,68,58,57
557,66,68,64
558,53,62,57
559,73,85,83
560,54,79,77
561,76,87,80
562,73,74,75
563,67,78,76
564,68,64,66
565,74,61,61
566,56,63,60
567,76,88,85
568,54,72,65
569,59,66,62
570,55,46,48
571,70,82,88
572,55,78,72
573,74,83,81
574,84,81,83
575,60,64,71
576,79,64,68
577,57,60,53
578,73,83,85
579,89,85,94
580,54,48,53
581,94,91,89
582,52,66,63
583,67,71,77
584,93,91,94
585,83,100,100
586,35,47,45
587,29,38,37
588,47,53,49
589,83,74,69
590,53,56,53
591,67,62,68
592,57,55,50
593,58,73,72
594,62,62,58
595,65,75,74
596,53,72,73
597,61,61,61
598,46,58,55
599,28,43,38
600,61,50,51
602,77,78,66
603,62,61,64
604,52,63,60
605,68,74,74
606,78,83,78
607,61,73,69
608,68,86,84
609,86,86,92
610,94,100,100
611,74,72,72
612,80,84,88
613,28,38,40
614,64,83,80
615,77,68,68
616,61,55,52
617,69,78,76
618,50,58,57
619,55,49,52
621,55,67,65
622,90,93,79
623,71,73,64
624,42,57,56
625,64,64,55
626,59,67,64
627,57,57,66
628,81,94,91
629,87,80,83
630,62,63,61
631,56,57,56
632,66,60,52
633,62,60,56
634,71,55,56
635,82,90,94
636,67,61,56
637,52,56,49
638,58,63,67
639,74,66,70
640,44,48,38
641,73,74,59
642,72,79,76
643,90,86,96
644,62,62,53
645,79,74,76
646,77,87,89
647,61,64,67
648,59,69,73
649,66,82,81
650,79,76,76
651,74,88,83
652,49,76,74
653,77,69,71
654,22,23,19
655,84,76,79
656,75,83,84
657,76,80,83
658,100,97,95
659,85,80,85
660,97,96,96
661,69,76,75
663,54,57,49
664,62,54,52
665,49,50,46
666,100,92,90
667,60,55,58
668,74,91,99
669,69,90,84
670,55,74,78
671,71,82,78
672,74,78,68
673,80,95,99
674,64,68,67
675,73,85,83
676,83,77,80
677,82,88,89
678,82,93,93
679,59,58,57
680,43,44,42
681,68,59,63
682,58,59,50
683,75,83,76
684,86,92,94
685,93,92,80
686,65,79,72
687,75,73,79
688,71,78,88
689,36,40,44
690,51,60,56
691,68,63,62
692,98,91,95
693,67,53,49
694,61,63,68
695,69,75,75
696,68,65,62
697,70,71,73
698,78,68,81
699,47,45,41
700,72,60,61
701,75,85,84
702,77,80,74
703,58,55,59
704,68,71,73
705,52,51,57
706,60,75,72
707,38,42,44
708,77,87,90
709,55,48,52
710,72,83,88
711,50,48,47
712,64,70,75
713,79,85,88
714,74,66,68
715,83,85,89
716,85,92,93
717,59,52,56
718,50,57,52
719,50,73,68
720,61,70,68
721,64,70,70
722,85,87,85
723,77,86,87
724,78,88,92
725,81,93,85
726,43,55,52
727,87,79,72
728,59,48,57
729,68,67,67
730,55,58,51
731,40,49,55
732,73,69,72
733,67,72,72
734,57,56,52
736,76,80,78
737,75,91,85
738,58,69,74
739,84,86,87
740,75,96,90
741,57,65,65
742,93,81,82
743,97,82,89
744,63,83,82
745,82,86,82
746,67,78,78
747,76,80,85
748,66,75,70
749,45,44,48
750,40,39,37
751,47,45,47
752,86,100,100
753,32,48,50
754,88,98,100
755,84,81,77
756,62,54,49
757,88,96,94
758,66,76,70
759,49,56,49
760,49,39,37
761,62,58,50
762,60,55,47
763,71,75,74
764,88,99,94
765,72,67,55
766,53,64,63
767,40,60,49
768,80,85,87
769,68,77,79
770,81,96,94
771,58,57,55
772,80,74,71
773,60,68,65
774,77,78,73
775,56,49,42
776,64,57,57
777,78,72,76
778,77,83,83
779,94,91,93
780,62,82,72
781,70,84,83
782,29,39,36
783,62,65,64
784,87,89,86
785,46,57,53
786,76,88,89
787,71,68,66
788,79,96,98
789,75,74,74
790,53,48,38
791,78,70,73
792,82,98,90
793,79,94,96
794,95,100,100
795,75,56,59
796,80,92,96
797,59,57,59
798,57,69,66
799,70,75,77
800,71,70,69
801,66,81,77
802,65,65,72
803,64,51,58
804,57,67,66
805,69,77,78
806,72,66,67
807,57,75,73
808,62,58,59
809,59,63,66
810,83,84,79
811,81,77,78
812,73,90,94
813,71,76,74
814,92,95,96
815,55,69,75
816,100,100,96
817,72,73,71
818,59,68,63
819,49,51,48
820,100,100,97
821,82,82,84
822,62,72,69
823,72,91,87
824,85,92,95
825,69,64,69
826,45,61,57
827,64,54,51
828,72,90,85
829,57,72,69
830,46,41,39
831,84,72,71
832,60,66,70
833,53,51,50
834,87,83,82
835,80,89,81
836,73,76,73
837,62,72,69
838,70,74,77
839,65,81,82
840,88,80,81
841,35,37,31
842,68,61,64
843,78,88,88
844,72,67,67
845,49,56,50
846,74,76,82
847,80,80,76
848,72,71,63
849,60,58,62
850,84,75,77
851,72,85,86
852,66,61,61
853,39,58,56
854,46,46,39
855,61,66,63
856,26,39,41
857,67,61,57
858,75,70,71
859,55,58,60
860,58,67,65
861,38,47,41
862,72,72,71
863,76,97,91
864,98,92,100
865,71,64,65
866,82,78,81
867,81,90,84
868,68,71,72
869,72,71,66
870,88,100,94
871,77,87,82
872,76,89,88
873,52,45,48
874,59,65,62
875,76,79,70
876,35,38,36
877,71,62,64
879,54,54,48
880,73,87,96
881,54,50,51
882,70,80,84
883,100,95,99
884,45,55,47
885,61,60,67
886,83,98,93
887,48,55,62
888,48,46,47
889,73,71,66
890,77,67,64
891,56,72,65
892,73,72,74
893,70,66,55
894,57,61,57
895,67,47,50
896,53,53,46
897,95,90,95
898,69,68,60
899,89,87,76
900,83,78,78
901,48,64,53
902,72,86,79
903,86,95,92
904,93,94,100
905,83,87,77
906,63,64,63
907,84,87,89
908,53,70,66
909,78,82,75
910,53,45,46
912,71,85,93
914,46,47,48
915,49,57,48
916,70,74,69
917,75,82,84
918,71,83,81
919,63,69,65
920,56,73,74
921,39,47,50
922,84,94,97
923,52,63,69
924,62,72,67
925,54,59,58
926,61,64,70
927,53,61,55
928,47,39,41
929,77,92,92
930,60,67,60
931,66,73,67
932,51,63,57
933,70,78,79
934,61,74,70
935,47,54,52
936,73,74,72
937,66,69,66
938,91,100,95
939,40,45,39
940,75,73,73
941,61,73,72
943,83,82,80
944,69,79,88
945,41,50,49
946,78,93,89
947,72,69,76
948,65,79,79
949,75,63,67
950,61,64,63
951,71,58,53
952,61,48,47
953,90,95,96
955,86,87,82
956,57,63,63
957,81,71,68
958,67,77,78
959,82,100,93
960,84,77,75
961,89,92,84
962,74,69,63
963,78,86,87
964,70,92,92
965,64,67,69
966,68,73,67
967,63,65,68
968,76,82,85
969,98,89,87
970,65,51,46
971,86,79,77
972,74,82,93
973,77,84,85
974,78,71,74
975,73,65,69
976,79,72,73
977,72,82,79
978,51,54,50
979,50,51,54
980,72,77,80
981,64,59,56
982,87,87,81
983,48,49,52
984,87,68,76
985,88,84,84
986,80,91,90
988,51,72,76
989,47,62,57
990,87,91,99
991,56,63,58
992,66,43,43
993,96,85,84
994,77,80,77
995,71,71,73
996,85,93,97
997,64,47,46
998,41,45,46
999,58,58,64
0,56,47,43
1,74,97,96
2,71,88,87
3,64,60,64
4,52,64,61
5,70,62,56
6,46,62,67
7,54,47,46
8,60,75,79
9,57,57,63
10,79,83,87
11,80,79,80
12,66,77,75
13,67,70,78
14,75,67,64
15,73,75,76
16,100,94,89
17,34,45,35
18,78,75,70
19,72,76,78
20,59,62,62
21,34,45,50
22,79,73,69
23,71,76,80
24,59,48,51
25,56,42,34
26,54,83,82
27,76,89,89
28,85,86,89
29,65,86,84
30,71,87,87
31,85,71,73
32,91,95,95
33,60,73,77
34,76,83,82
35,89,94,94
36,86,81,76
37,33,31,24
38,86,91,78
39,58,69,65
40,79,73,69
41,69,68,58
42,79,99,90
43,84,75,79
44,74,81,81
45,64,76,75
46,80,87,88
47,53,49,39
48,51,57,67
49,40,43,39
50,70,87,86
51,71,78,75
52,56,48,44
53,63,62,60
54,57,63,62
55,56,55,52
56,44,52,40
57,52,59,62
58,68,75,75
59,60,68,70
60,73,77,75
61,77,83,78
62,54,66,65
63,59,69,66
64,72,80,81
65,65,61,56
66,86,93,98
67,24,12,18
68,65,68,74
69,36,46,43
70,81,77,86
71,57,62,61
72,56,69,83
73,70,85,80
74,84,88,88
75,48,57,59
76,80,72,71
77,56,49,48
78,54,65,59
79,48,59,59
80,95,97,94
81,57,56,62
82,94,91,94
83,61,78,74
84,67,77,73
85,77,68,64
86,51,54,45
87,61,82,79
88,80,80,83
89,62,53,49
90,51,45,36
91,63,73,72
92,71,89,82
93,56,72,71
94,72,72,75
95,67,77,78
96,62,51,49
97,74,85,87
98,91,84,89
99,62,79,73
100,57,49,49
101,58,66,67
102,65,67,62
103,47,40,35
104,70,65,65
105,74,87,82
107,49,62,61
108,76,66,58
109,59,60,62
110,57,65,60
112,93,84,87
113,59,59,66
114,69,59,62
115,53,61,62
116,56,50,62
117,96,99,97
118,59,62,67
119,61,60,60
120,63,71,72
121,44,52,50
122,56,57,57
123,60,54,52
124,52,38,38
125,81,84,92
126,47,43,47
127,46,47,42
129,64,58,62
130,92,86,79
131,79,73,68
132,72,90,89
133,63,60,61
134,91,93,94
135,52,63,63
136,73,67,68
137,81,87,85
138,55,63,56
139,80,90,99
140,74,83,82
141,60,58,54
142,87,81,82
143,63,66,62
144,46,58,58
145,34,37,32
146,89,100,100
147,71,69,72
148,70,78,71
149,86,94,88
150,61,63,57
151,46,41,42
152,47,44,52
153,85,91,87
154,55,47,50
155,60,57,51
156,59,57,57
157,93,88,90
158,54,51,52
159,73,73,70
160,77,70,74
161,80,66,67
162,80,86,85
163,39,42,34
164,59,63,68
165,90,85,83
166,72,74,71
168,53,44,53
169,51,48,53
170,84,97,100
171,65,59,59
172,59,63,63
173,53,67,67
174,83,82,91
175,66,64,69
176,87,85,83
177,65,73,81
178,68,71,62
179,70,93,97
180,86,99,100
181,40,53,57
182,59,71,65
183,60,74,78
184,55,68,66
185,63,65,67
186,73,83,78
187,63,57,68
188,84,77,76
189,100,97,90
190,71,69,62
191,90,79,80
192,52,67,64
193,59,54,54
194,49,65,64
195,80,77,76
196,47,54,48
197,81,74,74
198,69,80,75
199,45,56,56
200,75,83,87
201,71,69,64
202,48,55,56
203,67,60,60
204,63,64,59
205,69,68,60
206,52,47,43
207,68,68,61
208,46,60,63
209,63,55,56
210,76,89,85
211,77,68,69
212,81,90,92
213,71,81,77
214,73,71,65
215,81,75,81
216,49,59,61
217,82,86,84
218,55,70,64
219,97,80,77
220,61,70,65
221,63,59,68
222,74,68,67
223,62,74,73
224,50,59,66
225,56,56,48
226,68,72,77
227,84,97,93
228,59,74,75
229,52,68,73
230,54,52,53
231,74,96,86
232,62,89,81
233,67,83,80
234,40,39,35
235,94,89,90
236,90,88,82
237,70,67,63
238,62,71,70
239,53,59,65
240,72,90,92
241,83,85,84
242,57,77,76
243,75,75,77
244,69,87,83
245,100,100,100
246,60,71,67
247,82,95,91
248,32,44,41
249,69,66,53
250,84,78,70
251,95,81,78
252,54,69,67
253,78,66,67
254,75,90,88
255,51,66,69
256,52,59,51
257,67,70,62
258,78,85,91
259,78,87,91
260,57,60,60
261,62,54,47
262,75,70,73
263,61,64,56
264,52,62,64
265,73,75,75
266,64,63,64
267,76,69,74
268,56,55,50
269,62,55,62
270,39,37,31
271,74,57,58
272,54,52,58
273,80,81,82
274,71,82,80
275,80,88,93
276,66,86,84
277,69,82,75
278,59,74,74
279,61,73,65
280,52,51,57
281,66,84,82
282,95,85,87
283,61,70,72
284,55,54,51
285,82,90,95
286,50,62,58
287,46,48,37
288,53,60,67
289,71,55,59
290,77,88,85
291,69,78,77
292,45,34,38
293,35,50,47
